coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
AR-503,Arkansas Balance of State CoC,825.0,341.0,484.0,472.0,351.0,595.0,11.0,216.0,3.0,387870,372794,15076,881281,15861.0,13878.0,1983.0,35413.22139363041,47300.15107949998,106150.30926006338,60.09000000000001
AR-505,Southeast Arkansas CoC,101.0,95.0,6.0,29.0,72.0,53.0,0.0,48.0,0.0,115166,109755,5411,276786,6601.0,5612.0,989.0,37848.27843893839,20389.92868263984,64485.17807387561,60.09000000000001
AZ-500,Arizona Balance of State CoC,2187.0,1102.0,1085.0,1415.0,752.0,1509.0,426.0,99.0,3.0,419396,394847,24549,1032953,4059.0,3799.0,260.0,37723.7357875915,137120.2230162382,228925.8629636965,65.97
AZ-501,Tucson/Pima County CoC,1380.0,1017.0,363.0,916.0,453.0,1036.0,407.0,158.0,6.0,470786,449984,20802,1037746,9314.0,8010.0,1304.0,43103.0,129248.05713827901,199579.4669063763,65.97
AZ-502,"Phoenix, Mesa/Maricopa County CoC",6298.0,3680.0,2618.0,4023.0,2255.0,3949.0,1442.0,1649.0,44.0,2155981,2066973,89008,4405306,24084.0,22398.0,1686.0,47606.0,187837.2727249943,273064.99574466574,65.97
CA-500,San Jose/Santa Clara City & County CoC,7254.0,1806.0,5448.0,4878.0,2353.0,3373.0,3198.0,1020.0,245.0,1042337,1014614,27723,1931985,24173.0,21272.0,2901.0,108344.0,735199.0067043587,1141565.6417750826,61.17
CA-502,"Oakland, Berkeley/Alameda County CoC",5496.0,1633.0,3863.0,3191.0,2241.0,1630.0,929.0,2722.0,116.0,841435,815554,25881,1666596,34048.0,29962.0,4086.0,75354.0,508878.0811945037,813761.0471761576,61.17
CA-503,Sacramento City & County CoC,3621.0,1569.0,2052.0,2415.0,1154.0,1800.0,677.0,1114.0,26.0,704161,676667,27494,1539550,19606.0,17841.0,1765.0,51187.0,258812.01899404093,362664.2683919699,61.17
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2996.0,1067.0,1929.0,1746.0,1157.0,1844.0,824.0,239.0,45.0,260587,253298,7289,497221,6433.0,5918.0,515.0,61501.0,423769.4779365471,632001.0800769158,61.17
CA-505,Richmond/Contra Costa County CoC,2234.0,697.0,1537.0,1370.0,860.0,1140.0,365.0,712.0,44.0,560233,542110,18123,1150840,14939.0,13146.0,1793.0,79641.0,415010.4941571056,617423.252734271,61.169999999999995
CA-506,"Salinas/Monterey, San Benito Counties CoC",3299.0,785.0,2514.0,2134.0,1159.0,2524.0,2321.0,335.0,12.0,253113,237254,15859,494774,5896.0,4417.0,1479.0,53262.2997974833,365772.2445100281,530637.4712835635,61.17
CA-507,Marin County CoC,1095.0,387.0,708.0,747.0,342.0,681.0,205.0,199.0,9.0,139681,136256,3425,260091,3541.0,3328.0,213.0,132000.0,612900.2971986998,1043073.8218906134,61.17
CA-508,Watsonville/Santa Cruz City & County CoC,2320.0,521.0,1799.0,1697.0,618.0,1366.0,773.0,172.0,15.0,141270,134175,7095,273713,6021.0,5539.0,482.0,65751.0,485436.7136100652,778297.723535003,61.17
CA-509,Mendocino County CoC,880.0,157.0,723.0,575.0,304.0,656.0,87.0,11.0,0.0,39453,37864,1589,87549,1644.0,1315.0,329.0,47694.0,236439.65123566028,386513.7185108662,61.17
CA-510,"Turlock, Modesto/Stanislaus County CoC",1356.0,750.0,606.0,879.0,470.0,1053.0,620.0,141.0,13.0,243068,227230,15838,547855,6305.0,6115.0,190.0,41850.0,227222.28208706886,307058.886684371,61.17
CA-511,Stockton/San Joaquin County CoC,1685.0,1118.0,567.0,998.0,685.0,1026.0,497.0,465.0,32.0,324146,304226,19920,752590,7826.0,6808.0,1018.0,43077.0,243710.38869180245,359914.48554242396,61.17000000000001
CA-512,Daly City/San Mateo County CoC,1238.0,601.0,637.0,786.0,448.0,843.0,447.0,188.0,32.0,448911,438753,10158,768410,6428.0,6106.0,322.0,125332.0,785509.867047503,1260374.626850549,61.17
CA-513,"Visalia/Kings, Tulare Counties CoC",967.0,315.0,652.0,584.0,382.0,786.0,417.0,91.0,13.0,260541,236014,24527,615500,5533.0,5125.0,408.0,37790.92775629569,135480.96135848775,212292.1777592699,61.17
CA-514,Fresno City & County/Madera County CoC,2144.0,463.0,1681.0,1429.0,713.0,1345.0,961.0,422.0,93.0,507489,469142,38347,1147671,18596.0,15243.0,3353.0,40720.021707440545,155000.26870279605,249241.8274764391,61.17000000000001
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",950.0,492.0,458.0,608.0,336.0,748.0,135.0,54.0,11.0,234166,226470,7696,492207,2085.0,1935.0,150.0,64160.23210762951,353949.79179231054,482572.89214708196,61.169999999999995
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",1149.0,459.0,690.0,731.0,412.0,948.0,79.0,42.0,13.0,123066,116208,6858,312348,4749.0,4259.0,490.0,42790.34063928695,135177.9418593605,234042.33726271207,61.17
CA-517,Napa City & County CoC,322.0,168.0,154.0,219.0,100.0,271.0,111.0,14.0,1.0,73770,71572,2198,138620,1886.0,1489.0,397.0,70161.0,453259.72554818593,656698.978130771,61.17
CA-518,Vallejo/Solano County CoC,1129.0,212.0,917.0,796.0,332.0,506.0,250.0,369.0,15.0,209037,200737,8300,445931,6785.0,5835.0,950.0,49336.0,337218.37276900694,439446.22525205626,61.17
CA-519,"Chico, Paradise/Butte County CoC",1125.0,380.0,745.0,716.0,406.0,882.0,117.0,28.0,7.0,101810,96624,5186,230330,3154.0,2964.0,190.0,42441.0,178620.81250116942,285408.3777485102,61.17
CA-520,Merced City & County CoC,514.0,202.0,312.0,360.0,154.0,365.0,165.0,79.0,8.0,115251,105501,9750,273733,3559.0,3096.0,463.0,37193.0,179025.7216672415,256169.7857347345,61.17
CA-521,"Davis, Woodland/Yolo County CoC",448.0,239.0,209.0,225.0,206.0,310.0,105.0,87.0,1.0,107537,102886,4651,220082,2968.0,2522.0,446.0,51690.0,313394.85007435497,439321.0970895195,61.169999999999995
CA-522,Humboldt County CoC,703.0,269.0,434.0,483.0,209.0,532.0,56.0,26.0,2.0,62530,60251,2279,136502,2005.0,1543.0,462.0,44438.0,183738.64617657883,310331.88644259254,61.17
CA-523,"Colusa, Glenn, Trinity Counties CoC",268.0,95.0,173.0,149.0,119.0,248.0,53.0,5.0,1.0,28294,25737,2557,61886,397.0,376.0,21.0,43487.44304042918,142978.4077967674,238026.0265557204,61.17
CA-524,Yuba City & County/Sutter County CoC,765.0,292.0,473.0,344.0,382.0,549.0,168.0,59.0,7.0,74081,68741,5340,173766,1998.0,1928.0,70.0,41937.03518524913,191840.4506012488,282865.5567524817,61.17
CA-525,El Dorado County CoC,645.0,149.0,496.0,394.0,251.0,559.0,25.0,25.0,2.0,91021,87691,3330,190925,813.0,747.0,66.0,65806.0,313684.9148873755,483943.00850624393,61.17
CA-526,"Tuolumne, Amador, Calaveras, Mariposa Counties CoC",398.0,134.0,264.0,209.0,185.0,331.0,41.0,11.0,0.0,64673,61799,2874,156707,651.0,622.0,29.0,45512.285730694864,189373.17165238576,302742.78506108036,61.17000000000001
CA-527,Tehama County CoC,125.0,69.0,56.0,70.0,55.0,110.0,19.0,1.0,0.0,25485,24014,1471,63904,648.0,615.0,33.0,39460.0,97914.60557704087,207363.45345767424,61.17
CA-529,Lake County CoC,615.0,24.0,591.0,391.0,221.0,476.0,173.0,16.0,0.0,29070,27523,1547,64394,473.0,435.0,38.0,40669.0,120526.24832896916,227391.64197607015,61.17
CA-530,"Alpine, Inyo, Mono Counties CoC",157.0,1.0,156.0,105.0,52.0,137.0,6.0,3.0,0.0,17675,16964,711,33375,28.0,22.0,6.0,53368.76584269663,213162.55667636954,359082.01573891845,61.17
CA-600,Los Angeles City & County CoC,49955.0,12385.0,37570.0,33484.0,15379.0,24620.0,17540.0,21310.0,818.0,5119846,4882328,237518,10061533,147285.0,134029.0,13256.0,59874.0,392236.9023716191,585351.9823867086,61.17
CA-601,San Diego City and County CoC,8576.0,3586.0,4990.0,5747.0,2761.0,5587.0,2358.0,2081.0,104.0,1579550,1526087,53463,3332483,40222.0,36602.0,3620.0,58719.0,384090.87261294085,577986.7479967498,61.17
CA-602,"Santa Ana, Anaheim/Orange County CoC",4955.0,2371.0,2584.0,3370.0,1575.0,3683.0,1832.0,714.0,162.0,1615863,1567723,48140,3175579,27021.0,24048.0,2973.0,67044.0,494451.79574110004,712125.2684872835,61.17
CA-603,Santa Maria/Santa Barbara County CoC,1706.0,813.0,893.0,1064.0,638.0,1423.0,637.0,113.0,16.0,215220,206642,8578,445137,7470.0,6797.0,673.0,60818.0,345267.9495598888,549079.0875213478,61.169999999999995
CA-604,Bakersfield/Kern County CoC,885.0,515.0,370.0,608.0,275.0,640.0,258.0,172.0,4.0,385789,354428,31361,893618,5872.0,5695.0,177.0,38079.0,136078.69902218127,213214.9599440093,61.17
CA-606,Long Beach CoC,1873.0,665.0,1208.0,1320.0,543.0,1035.0,466.0,604.0,52.0,5119846,4882328,237518,10061533,147285.0,134029.0,13256.0,59874.0,392236.9023716191,585351.9823867086,61.17
CA-607,Pasadena CoC,677.0,215.0,462.0,476.0,199.0,321.0,187.0,236.0,9.0,5119846,4882328,237518,10061533,147285.0,134029.0,13256.0,59874.0,392236.9023716191,585351.9823867086,61.17
CA-608,Riverside City & County CoC,2316.0,631.0,1685.0,1521.0,776.0,1575.0,803.0,452.0,32.0,1090038,1041323,48715,2443221,13480.0,12132.0,1348.0,39955.0,264880.5876605123,381001.3160739446,61.169999999999995
CA-609,San Bernardino City & County CoC,2118.0,675.0,1443.0,1329.0,777.0,1296.0,643.0,508.0,11.0,954989,915519,39470,2165627,15037.0,13533.0,1504.0,38781.0,216650.6105886366,345027.87272881245,61.17
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1308.0,478.0,830.0,855.0,446.0,1122.0,493.0,65.0,12.0,423044,406752,16292,847222,9077.0,8169.0,908.0,60238.0,434911.5962732395,599720.5739853091,61.17
CA-612,Glendale CoC,260.0,104.0,156.0,156.0,103.0,163.0,103.0,46.0,5.0,5119846,4882328,237518,10061533,147285.0,134029.0,13256.0,59874.0,392236.9023716191,585351.9823867086,61.17
CA-613,Imperial County CoC,1493.0,160.0,1333.0,1034.0,441.0,1299.0,491.0,53.0,12.0,71163,57736,13427,181062,3148.0,2959.0,189.0,35331.0,119364.40656425485,211978.68471924463,61.17000000000001
CA-614,San Luis Obispo County CoC,1095.0,273.0,822.0,752.0,343.0,867.0,199.0,68.0,16.0,140085,135845,4240,283250,2742.0,2659.0,83.0,55913.0,390340.04817411257,592781.1409749963,61.17
CO-500,Colorado Balance of State CoC,3989.0,1481.0,2508.0,2351.0,1626.0,3412.0,1372.0,187.0,12.0,773223,749033,24190,1465163,16430.0,14741.0,1689.0,50154.01547814134,195283.89105390882,312809.91098050564,46.26
CO-503,Metropolitan Denver CoC,5317.0,4009.0,1308.0,3580.0,1704.0,3251.0,1263.0,1150.0,48.0,546358,530834,15524,996175,5106.0,4676.0,430.0,66353.24091148644,333570.66198816994,445030.548727313,46.26
CO-504,Colorado Springs/El Paso County CoC,1551.0,1038.0,513.0,995.0,550.0,1151.0,202.0,229.0,17.0,331759,319727,12032,712746,4933.0,4489.0,444.0,48545.0,218799.0523014332,305591.57342900656,46.26
CT-503,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",864.0,772.0,92.0,509.0,352.0,436.0,336.0,370.0,5.0,485919,467592,18327,945511,18521.0,17224.0,1297.0,116757.0,225612.6110272591,400236.08555424283,48.6
CT-505,Connecticut Balance of State CoC,3112.0,2623.0,489.0,1801.0,1307.0,1720.0,1025.0,1112.0,12.0,1445578,1388377,57201,2629050,64145.0,58521.0,5624.0,58526.33576729237,139567.47802665175,227775.9495491631,48.6
DE-500,Delaware Statewide CoC,1082.0,989.0,93.0,591.0,490.0,406.0,70.0,616.0,6.0,480155,462144,18011,966985,13025.0,11786.0,1239.0,53062.30328805514,137770.2234486018,241728.50953498358,54.48
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1192.0,740.0,452.0,759.0,430.0,846.0,152.0,262.0,3.0,362387,349640,12747,820933,4909.0,4319.0,590.0,58059.70895310579,163285.65730239142,266861.9114640898,71.8
FL-501,Tampa/Hillsborough County CoC,1795.0,1155.0,640.0,1085.0,704.0,880.0,297.0,866.0,5.0,730756,705101,25655,1455351,14391.0,14391.0,0.0,46775.0,142471.01036816262,226913.61045192907,71.8
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2612.0,1647.0,965.0,1781.0,826.0,1623.0,230.0,858.0,7.0,481305,464814,16491,973343,12859.0,12087.0,772.0,53578.0,114904.30373001112,210469.25872943611,71.8
FL-503,"Lakeland, Winterhaven/Polk County CoC",552.0,418.0,134.0,333.0,217.0,323.0,82.0,195.0,0.0,296551,283912,12639,707095,4347.0,3825.0,522.0,36048.0,103562.38923992321,177613.40628946127,71.8
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",683.0,277.0,406.0,409.0,273.0,448.0,50.0,183.0,2.0,297109,285397,11712,659532,5593.0,5166.0,427.0,43575.05724058878,135868.54351086915,205855.2686745498,71.8
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",495.0,83.0,412.0,283.0,212.0,334.0,27.0,106.0,4.0,125286,121359,3927,278605,2307.0,2043.0,264.0,52807.491918666215,140209.8415276801,253319.9208405135,71.8
FL-506,Tallahassee/Leon County CoC,909.0,810.0,99.0,566.0,340.0,310.0,48.0,545.0,8.0,214231,206445,7786,444828,5652.0,5002.0,650.0,41025.56137878011,78008.05723205974,157578.73225447763,71.8
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2053.0,1693.0,360.0,1320.0,729.0,865.0,392.0,1035.0,7.0,1168100,1128361,39739,2219211,10079.0,9368.0,711.0,44099.8988667594,150779.8215257555,240855.94782761243,71.80000000000001
FL-508,"Gainesville/Alachua, Putnam Counties CoC",756.0,323.0,433.0,516.0,236.0,436.0,49.0,285.0,0.0,197531,190279,7252,430019,6258.0,5274.0,984.0,40606.13935895856,80430.06855787434,156712.23648077654,71.8
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",1542.0,513.0,1029.0,900.0,642.0,962.0,133.0,504.0,3.0,136749,131230,5519,317684,818.0,782.0,36.0,81931.18180959696,136287.38152329376,251997.85367345094,71.8
FL-510,"Jacksonville-Duval, Clay Counties CoC",1794.0,1365.0,429.0,1149.0,633.0,756.0,93.0,918.0,7.0,625026,602211,22815,1252294,17804.0,17259.0,545.0,46652.94994306449,105575.85330837118,187663.52820648137,71.8
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",632.0,487.0,145.0,444.0,188.0,337.0,24.0,213.0,5.0,222679,214657,8022,495430,5324.0,4953.0,371.0,43699.07913327816,88903.75961253312,168679.83655799137,71.8
FL-513,"Palm Bay, Melbourne/Brevard County CoC",734.0,481.0,253.0,504.0,229.0,523.0,48.0,159.0,5.0,274551,264555,9996,594978,5486.0,4937.0,549.0,46145.0,133394.64052079097,217268.50446911762,71.8
FL-514,Ocala/Marion County CoC,572.0,301.0,271.0,358.0,214.0,389.0,41.0,158.0,1.0,134737,128740,5997,359630,2421.0,2154.0,267.0,37497.0,90868.30380524074,152997.5089418855,71.8
FL-515,"Panama City/Bay, Jackson Counties CoC",381.0,109.0,272.0,216.0,164.0,297.0,24.0,62.0,1.0,131798,126294,5504,309731,3575.0,2913.0,662.0,38619.07622743607,84536.01725687225,161967.501873228,71.8
FL-517,"Hendry, Hardee, Highlands Counties CoC",453.0,69.0,384.0,253.0,200.0,261.0,123.0,191.0,1.0,83229,79082,4147,228228,708.0,646.0,62.0,30983.92639816324,61034.67731569612,125411.22625688565,71.8
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",493.0,90.0,403.0,333.0,158.0,267.0,25.0,197.0,1.0,54371,52259,2112,137863,867.0,831.0,36.0,32919.20481927711,58521.21805398764,126166.35744605215,71.8
FL-519,Pasco County CoC,2668.0,253.0,2415.0,1657.0,940.0,2220.0,482.0,327.0,11.0,231755,222514,9241,539129,2296.0,2043.0,253.0,41296.0,105649.21939448292,195453.1081805484,71.8
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",711.0,449.0,262.0,391.0,320.0,559.0,69.0,128.0,1.0,302709,289550,13159,825208,1693.0,1521.0,172.0,41820.96816317825,130496.84404323125,202263.2546670824,71.8
FL-600,Miami-Dade County CoC,3516.0,2486.0,1030.0,2373.0,1134.0,1405.0,1177.0,2063.0,12.0,1354012,1304116,49896,2709711,49522.0,45560.0,3962.0,52942.0,168386.64676387308,287783.1422372711,71.8
FL-601,Ft Lauderdale/Broward County CoC,2318.0,1449.0,869.0,1588.0,718.0,898.0,227.0,1361.0,13.0,1024312,988673,35639,1948058,16312.0,15170.0,1142.0,50458.0,129094.75611569925,253137.442078765,71.8
FL-602,Punta Gorda/Charlotte County CoC,164.0,78.0,86.0,110.0,53.0,137.0,3.0,17.0,0.0,70252,67332,2920,185204,816.0,807.0,9.0,42292.0,124417.3955536508,202862.2242641407,71.8
FL-603,"Ft Myers, Cape Coral/Lee County CoC",728.0,524.0,204.0,387.0,341.0,477.0,107.0,245.0,0.0,338687,326661,12026,755159,4733.0,4354.0,379.0,52022.0,118073.3119065881,227328.49504072545,71.8
FL-604,Monroe County CoC,973.0,761.0,212.0,626.0,347.0,874.0,130.0,55.0,5.0,44763,43582,1181,74362,1373.0,1276.0,97.0,98438.0,335420.14692769904,530130.7180287646,71.8
FL-605,West Palm Beach/Palm Beach County CoC,1309.0,458.0,851.0,872.0,437.0,588.0,118.0,689.0,9.0,721421,694667,26754,1482833,10806.0,9185.0,1621.0,82076.0,138693.05820762878,275923.0672715125,71.8
FL-606,Naples/Collier County CoC,653.0,440.0,213.0,388.0,264.0,506.0,170.0,95.0,3.0,176352,170050,6302,378657,944.0,877.0,67.0,99997.0,195962.14324190898,347555.2926217359,71.8
GA-501,Georgia Balance of State CoC,3730.0,1857.0,1873.0,1944.0,1777.0,1551.0,138.0,2014.0,5.0,3250923,3122150,128773,6881039,65079.0,58320.0,6759.0,40386.13840962099,99251.28252463625,168816.50310435324,62.33918296350304
GA-503,Athens-Clarke County CoC,212.0,166.0,46.0,120.0,92.0,75.0,10.0,121.0,0.0,61020,58558,2462,127179,2642.0,2404.0,238.0,33481.0,77823.13578162469,156799.41021456275,62.3
GA-504,Augusta-Richmond County CoC,269.0,222.0,47.0,156.0,112.0,86.0,8.0,169.0,1.0,86144,81613,4531,202027,7388.0,7018.0,370.0,37321.0,38921.67677719237,94953.77419129352,62.3
GA-505,Columbus-Muscogee/Russell County CoC,276.0,196.0,80.0,159.0,114.0,101.0,7.0,144.0,0.0,103270,98219,5051,252295,6741.0,6087.0,654.0,40701.76475950772,36606.35779608324,101182.04552877854,62.387257139459756
GA-506,Marietta/Cobb County CoC,384.0,266.0,118.0,207.0,177.0,151.0,25.0,214.0,3.0,423633,408917,14716,757133,3460.0,3390.0,70.0,57762.0,157257.9260135365,249287.1503002233,62.3
GA-507,Savannah/Chatham County CoC,1009.0,545.0,464.0,702.0,307.0,491.0,19.0,514.0,2.0,140421,135108,5313,289771,6078.0,5591.0,487.0,47256.0,86712.319508033,172674.30155731694,62.300000000000004
HI-500,Hawaii Balance of State CoC,2035.0,705.0,1330.0,1171.0,857.0,669.0,302.0,44.0,93.0,132229,128649,3580,274555,4880.0,4272.0,608.0,42918.75361585111,236856.7234692131,402290.280689945,72.95
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",264.0,258.0,6.0,162.0,102.0,141.0,37.0,40.0,3.0,66586,64798,1788,122496,2675.0,2384.0,291.0,42919.019665948275,58780.05164218462,115011.12905123361,48.42524147727273
IA-501,Iowa Balance of State CoC,1721.0,1593.0,128.0,931.0,786.0,1093.0,125.0,488.0,5.0,1285336,1252408,32928,2364013,29985.0,26327.0,3658.0,48644.14881432547,66028.750165732,130464.97464692923,48.14
IA-502,Des Moines/Polk County CoC,764.0,657.0,107.0,513.0,248.0,519.0,76.0,185.0,6.0,267870,261016,6854,486222,5808.0,-290.0,6098.0,52762.0,103264.52952772246,181111.29281153853,48.14
ID-500,Boise/Ada County CoC,756.0,635.0,121.0,530.0,225.0,629.0,98.0,39.0,5.0,246302,240076,6226,469161,3264.0,2904.0,360.0,53014.0,237645.69247639077,313932.89484927146,46.32
ID-501,Idaho Balance of State CoC,1256.0,654.0,602.0,667.0,588.0,1046.0,212.0,18.0,2.0,607018,588481,18537,1267159,9182.0,8198.0,984.0,40446.10893344876,149080.07299592436,225400.32367009544,46.32
IL-500,McHenry County CoC,179.0,174.0,5.0,101.0,78.0,142.0,7.0,34.0,0.0,170418,164248,6170,308145,1665.0,1548.0,117.0,55474.0,126732.47706691694,199138.73155471322,51.37
IL-501,"Rockford/Winnebago, Boone Counties CoC",356.0,310.0,46.0,192.0,163.0,159.0,39.0,157.0,3.0,168323,158808,9515,336956,6865.0,5748.0,1117.0,43824.08010541436,59599.23287699988,113140.77234683483,51.37
IL-502,"Waukegan, North Chicago/Lake County CoC",277.0,253.0,24.0,146.0,129.0,128.0,55.0,138.0,1.0,378279,361329,16950,700455,8846.0,8226.0,620.0,79644.0,133914.67874704636,235974.81002159894,51.370000000000005
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,179.0,9.0,116.0,72.0,73.0,1.0,107.0,0.0,108359,103728,4631,210206,2555.0,2401.0,154.0,44277.0,73777.97667115983,138371.2769247802,51.37
IL-504,Madison County CoC,146.0,95.0,51.0,60.0,86.0,68.0,13.0,68.0,0.0,134724,128681,6043,264481,3429.0,3086.0,343.0,46273.0,46768.66018908178,107786.49793093925,51.37
IL-506,"Joliet, Bolingbrook/Will County CoC",341.0,298.0,43.0,197.0,144.0,148.0,29.0,186.0,3.0,96767,92950,3817,178675,672.0,638.0,34.0,50786.5651937876,144384.3264441654,212371.39273044042,51.37
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",400.0,366.0,34.0,216.0,184.0,219.0,20.0,145.0,6.0,186132,176482,9650,386442,8534.0,7547.0,987.0,48203.683600643824,45461.12385492947,100707.96465907223,51.37
IL-512,Bloomington/Central Illinois CoC,387.0,362.0,25.0,191.0,195.0,154.0,7.0,222.0,0.0,250545,238531,12014,506294,7765.0,6415.0,1350.0,44287.60072606035,55157.3990486894,110244.13173014193,51.370000000000005
IL-513,Springfield/Sangamon County CoC,271.0,252.0,19.0,171.0,99.0,129.0,6.0,116.0,1.0,101647,97167,4480,195802,4052.0,3687.0,365.0,47769.0,51311.091344066546,116062.13931288582,51.370000000000005
IL-515,South Central Illinois CoC,92.0,70.0,22.0,30.0,62.0,77.0,14.0,14.0,0.0,194459,185275,9184,394187,4377.0,3775.0,602.0,42916.66649077722,30596.172380543096,73880.08546566669,51.37
IL-516,Decatur/Macon County CoC,161.0,140.0,21.0,98.0,63.0,63.0,1.0,88.0,0.0,50025,47262,2763,104529,3011.0,2740.0,271.0,47662.0,21603.184116285247,65758.66383319713,51.37
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",198.0,182.0,16.0,121.0,75.0,135.0,20.0,56.0,0.0,268491,255327,13164,533757,9856.0,9060.0,796.0,43522.627407228385,43036.2268533644,90354.41630669429,51.37
IL-519,West Central Illinois CoC,67.0,67.0,0.0,28.0,39.0,39.0,6.0,22.0,0.0,105779,101236,4543,217661,4027.0,3540.0,487.0,41805.17843343548,34974.544518134666,80375.36727087774,51.370000000000005
IL-520,Southern Illinois CoC,282.0,234.0,48.0,134.0,146.0,215.0,12.0,55.0,0.0,230821,219203,11618,496187,9448.0,8338.0,1110.0,39724.73717973264,22581.937443645664,66399.26302195375,51.37
IN-502,Indiana Balance of State CoC,3576.0,3133.0,443.0,2010.0,1558.0,2533.0,158.0,893.0,17.0,2668450,2578439,90011,5275360,68876.0,60652.0,8224.0,46483.68837899214,83004.68768093009,147106.58086502433,51.81
IN-503,Indianapolis CoC,1682.0,1546.0,136.0,1093.0,580.0,679.0,74.0,946.0,13.0,489271,472325,16946,959370,16414.0,14772.0,1642.0,52513.0,61597.81006899954,129798.22952091096,51.81
KS-502,Wichita/Sedgwick County CoC,573.0,515.0,58.0,395.0,177.0,325.0,73.0,198.0,5.0,248463,239315,9148,513877,5373.0,4889.0,484.0,51889.0,62824.08701250679,129428.669066129,54.68
KS-503,Topeka/Shawnee County CoC,408.0,347.0,61.0,268.0,140.0,277.0,41.0,65.0,1.0,91122,88019,3103,177224,3201.0,3008.0,193.0,46809.0,56736.962716378366,120566.61734579336,54.68
