coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
MA-503,Cape Cod Islands CoC,362.0,315.0,47.0,203.0,159.0,298.0,40.0,59.0,5.0,121028,113599,7429,231305,0,0.0,0.0,64368.89760273232,246871.24986003258,381398.0847873432,48.13999999999999
MA-504,Springfield/Hampden County CoC,3002.0,2992.0,10.0,1362.0,1640.0,2271.0,1729.0,657.0,30.0,222761,208545,14216,469251,0,0.0,0.0,46976.0,118614.90539954626,182381.66804533868,48.14
MA-505,New Bedford CoC,437.0,387.0,50.0,249.0,188.0,316.0,82.0,70.0,3.0,289644,271921,17723,557104,0,0.0,0.0,47938.0,175554.12968644407,264513.99457995343,48.14
MA-506,Worcester City & County CoC,1682.0,1606.0,76.0,794.0,888.0,1148.0,555.0,466.0,7.0,427441,405741,21700,818446,0,0.0,0.0,51221.0,150192.6827179326,236660.74929408543,48.14
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",781.0,762.0,19.0,484.0,296.0,628.0,155.0,127.0,3.0,191941,182768,9173,359746,0,0.0,0.0,49365.16474123409,137753.9664943486,215433.35888913265,48.14
MA-509,Cambridge CoC,464.0,432.0,32.0,311.0,153.0,267.0,91.0,172.0,10.0,863768,829998,33770,1586107,0,0.0,0.0,74324.0,265430.4875436917,424815.73050246574,48.14
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1803.0,1775.0,28.0,840.0,962.0,791.0,319.0,908.0,5.0,267701,254174,13527,509413,0,0.0,0.0,59343.0,206294.4001846175,320716.3474832302,48.14
MA-515,Fall River CoC,406.0,406.0,0.0,182.0,224.0,321.0,126.0,77.0,0.0,289644,271921,17723,557104,0,0.0,0.0,47938.0,175554.12968644407,264513.99457995343,48.14
MA-519,"Attleboro, Taunton/Bristol County CoC",240.0,199.0,41.0,125.0,115.0,162.0,36.0,65.0,0.0,289644,271921,17723,557104,0,0.0,0.0,47938.0,175554.12968644407,264513.99457995343,48.14
MD-502,Harford County CoC,210.0,207.0,3.0,100.0,110.0,97.0,9.0,89.0,9.0,135807,129254,6553,249690,0,0.0,0.0,52501.0,155640.27058255978,253690.7306725655,54.61
MD-503,Annapolis/Anne Arundel County CoC,335.0,287.0,48.0,201.0,134.0,169.0,14.0,147.0,5.0,300799,287823,12976,563133,0,0.0,0.0,61255.0,203768.14852681893,316609.3438067006,54.61
MD-504,Howard County CoC,166.0,123.0,43.0,91.0,75.0,67.0,17.0,85.0,5.0,176684,170079,6605,311417,0,0.0,0.0,71243.0,267729.99685777194,415985.27768412087,54.61000000000001
MD-505,Baltimore County CoC,745.0,450.0,295.0,433.0,312.0,332.0,14.0,384.0,10.0,444707,421631,23076,827796,0,0.0,0.0,54698.0,126584.25280193832,215261.96683581322,54.61
MD-506,Carroll County CoC,140.0,129.0,11.0,79.0,60.0,101.0,4.0,25.0,0.0,93014,89165,3849,167201,0,0.0,0.0,56343.0,194155.5790949091,293142.4354185381,54.61
MD-509,Frederick City & County CoC,311.0,251.0,60.0,205.0,105.0,175.0,13.0,109.0,1.0,128473,122837,5636,245145,0,0.0,0.0,55087.0,190293.4192212479,294806.1172557479,54.61
MD-511,Mid-Shore Regional CoC,158.0,123.0,35.0,92.0,66.0,94.0,4.0,59.0,0.0,63077,59551,3526,122208,0,0.0,0.0,50595.465861482066,94951.55147300156,193137.62402683005,54.61
MD-513,"Wicomico, Somerset, Worcester Counties CoC",326.0,278.0,48.0,206.0,120.0,154.0,5.0,156.0,2.0,84820,78093,6727,178997,0,0.0,0.0,41948.15195785404,75112.71630178798,155527.80983656715,54.61
MD-601,Montgomery County CoC,1100.0,997.0,103.0,594.0,506.0,333.0,190.0,721.0,12.0,547229,526310,20919,1033370,0,0.0,0.0,79358.0,243655.09285267876,422405.08956409426,54.61
ME-500,Maine Balance of State CoC,2372.0,2313.0,59.0,1218.0,1145.0,2036.0,75.0,213.0,6.0,687852,657547,30305,1329098,0,0.0,0.0,43887.96684292656,102426.22303059044,169290.63905549754,43.09
MI-500,Michigan Balance of State CoC,1824.0,1600.0,224.0,909.0,914.0,1453.0,97.0,253.0,1.0,900732,844824,55908,1945909,0,0.0,0.0,36618.047006823035,32715.582095017788,89732.65807105399,46.64
MI-501,Detroit CoC,2597.0,2446.0,151.0,1771.0,825.0,225.0,47.0,2306.0,14.0,756308,704576,51732,1764866,0,0.0,0.0,39072.0,10530.21444573606,56933.70241607614,46.63999999999999
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",333.0,322.0,11.0,164.0,169.0,155.0,19.0,157.0,0.0,756308,704576,51732,1764866,0,0.0,0.0,39072.0,10530.21444573606,56933.70241607614,46.63999999999999
MI-503,"St. Clair Shores, Warren/Macomb County CoC",450.0,381.0,69.0,354.0,96.0,223.0,10.0,225.0,2.0,420070,396168,23902,865031,0,0.0,0.0,42843.0,62395.87008818846,130332.39424564289,46.64000000000001
MI-504,"Pontiac, Royal Oak/Oakland County CoC",485.0,389.0,96.0,286.0,199.0,166.0,10.0,300.0,1.0,630756,601330,29426,1244895,0,0.0,0.0,65176.0,100623.87498484831,195997.09367306493,46.64
MI-505,Flint/Genesee County CoC,488.0,308.0,180.0,282.0,205.0,106.0,8.0,335.0,0.0,180129,168867,11262,410574,0,0.0,0.0,37168.0,14285.857980759289,67685.10079491844,46.64
MI-506,"Grand Rapids, Wyoming/Kent County CoC",912.0,886.0,26.0,523.0,388.0,388.0,117.0,449.0,2.0,344072,330959,13113,637333,0,0.0,0.0,49814.0,85550.6160079778,152172.02757208847,46.64
MI-507,"Portage, Kalamazoo City & County CoC",568.0,560.0,8.0,236.0,332.0,183.0,31.0,347.0,0.0,129756,124041,5715,259816,0,0.0,0.0,44276.0,58742.0199598813,128972.07022678737,46.64
MI-508,"Lansing, East Lansing/Ingham County CoC",418.0,365.0,53.0,251.0,167.0,179.0,25.0,204.0,0.0,146506,139586,6920,287255,0,0.0,0.0,36849.0,38968.02542277736,98065.66432494223,46.64
MI-509,Washtenaw County CoC,372.0,292.0,80.0,272.0,100.0,183.0,12.0,166.0,1.0,189301,182177,7124,363555,0,0.0,0.0,52510.0,118246.24215087097,222917.3168583839,46.64
MI-510,Saginaw City & County CoC,308.0,289.0,19.0,152.0,156.0,103.0,14.0,194.0,0.0,88751,83622,5129,193384,0,0.0,0.0,35864.0,16614.707650892506,68513.86888536872,46.64
MI-511,Lenawee County CoC,128.0,110.0,18.0,75.0,53.0,105.0,24.0,12.0,0.0,47701,45280,2421,98432,0,0.0,0.0,36169.0,42112.882531799725,106724.16381503418,46.64000000000001
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",302.0,265.0,37.0,189.0,113.0,267.0,12.0,12.0,5.0,85742,80904,4838,170919,0,0.0,0.0,45379.560715894666,76341.99099911503,160412.95559375486,46.64
MI-514,Battle Creek/Calhoun County CoC,285.0,226.0,59.0,187.0,98.0,146.0,10.0,130.0,1.0,64461,61137,3324,134377,0,0.0,0.0,37265.0,24334.00040916148,74433.5555453628,46.64
MI-515,Monroe City & County CoC,185.0,181.0,4.0,103.0,82.0,148.0,10.0,30.0,0.0,76585,73051,3534,149439,0,0.0,0.0,42688.0,62630.7727233529,142279.6625735862,46.64
MI-516,"Norton Shores, Muskegon City & County CoC",179.0,166.0,13.0,98.0,81.0,83.0,10.0,85.0,0.0,77683,73101,4582,172506,0,0.0,0.0,35325.0,32079.55983841795,88045.41292344597,46.64
MI-517,Jackson City & County CoC,159.0,152.0,7.0,81.0,78.0,85.0,7.0,64.0,0.0,73385,69458,3927,159325,0,0.0,0.0,35768.0,37722.178435232,99504.85230321954,46.64
MI-518,Livingston County CoC,103.0,101.0,2.0,52.0,51.0,99.0,3.0,0.0,0.0,96123,91736,4387,187221,0,0.0,0.0,51674.0,127059.3519871037,213141.65236780423,46.64
MI-519,Holland/Ottawa County CoC,285.0,279.0,6.0,168.0,117.0,204.0,49.0,58.0,2.0,153110,147476,5634,280907,0,0.0,0.0,44084.0,105153.97794477241,164328.25466648166,46.64
MI-523,Eaton County CoC,135.0,126.0,9.0,50.0,85.0,111.0,15.0,16.0,0.0,56123,53607,2516,108701,0,0.0,0.0,38835.0,67513.5200321948,129790.97593740205,46.63999999999999
MN-500,Minneapolis/Hennepin County CoC,3215.0,3092.0,123.0,1658.0,1541.0,577.0,197.0,2170.0,67.0,678387,655614,22773,1222868,0,0.0,0.0,67684.0,138864.88219863884,227169.68947339526,42.98
MN-501,St. Paul/Ramsey County CoC,1398.0,1314.0,84.0,692.0,701.0,352.0,172.0,706.0,32.0,280242,270141,10101,536838,0,0.0,0.0,49633.0,126301.72745197748,194208.59465429935,42.98
MN-502,Rochester/Southeast Minnesota CoC,451.0,429.0,22.0,193.0,258.0,278.0,23.0,145.0,9.0,376660,363412,13248,667438,0,0.0,0.0,46210.654254028086,86271.41288528637,151079.71716015035,42.98
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",608.0,428.0,180.0,319.0,289.0,376.0,95.0,171.0,3.0,695209,671555,23654,1248953,0,0.0,0.0,54579.33931541059,155238.0643622613,235218.400526017,42.98
MN-504,Northeast Minnesota CoC,68.0,45.0,23.0,32.0,36.0,56.0,0.0,0.0,2.0,61941,58173,3768,125113,0,0.0,0.0,39429.75003396929,57776.31218587137,130527.25749760693,42.98
MN-505,St. Cloud/Central Minnesota CoC,696.0,491.0,205.0,378.0,313.0,446.0,24.0,95.0,2.0,393655,376180,17475,729871,0,0.0,0.0,42235.21103044236,100282.2948052097,172742.30455217717,42.98
MN-506,Northwest Minnesota CoC,254.0,239.0,15.0,123.0,130.0,101.0,33.0,21.0,1.0,89180,84464,4716,164804,0,0.0,0.0,41799.002172277374,44982.9266873554,110892.80079304245,42.98
MN-508,Moorhead/West Central Minnesota CoC,242.0,234.0,8.0,120.0,122.0,110.0,19.0,61.0,1.0,132807,127674,5133,240115,0,0.0,0.0,44690.58860129521,85311.74212397421,153644.3638844031,42.98
MN-511,Southwest Minnesota CoC,124.0,110.0,14.0,56.0,68.0,98.0,34.0,12.0,0.0,153432,147337,6095,269979,0,0.0,0.0,47614.73213472159,46779.54333701326,109205.62429904711,42.98
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",803.0,556.0,247.0,425.0,378.0,474.0,22.0,298.0,2.0,44033,41781,2252,88108,0,0.0,0.0,36875.20716620511,63394.45100318812,164123.31148964606,54.7
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",584.0,409.0,175.0,299.0,285.0,476.0,10.0,72.0,0.0,207708,198718,8990,408308,0,0.0,0.0,38695.18213211595,68314.00445627207,122355.67650918211,54.7
MO-602,"Joplin/Jasper, Newton Counties CoC",258.0,238.0,20.0,158.0,100.0,220.0,11.0,21.0,0.0,85971,82133,3838,176788,0,0.0,0.0,36744.94208317307,41561.62078709179,97707.20072654932,54.70000000000001
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",164.0,156.0,8.0,94.0,70.0,107.0,4.0,34.0,0.0,61086,58267,2819,119012,0,0.0,0.0,36172.221532282456,41489.545203506146,96333.69138668792,54.7
MO-606,Missouri Balance of State CoC,1477.0,1148.0,329.0,755.0,721.0,1122.0,49.0,247.0,13.0,1155021,1093299,61722,2440620,0,0.0,0.0,36298.68758471208,44566.69545770412,92282.33673003005,54.7
MS-500,"Jackson/Rankin, Madison Counties CoC",762.0,426.0,336.0,467.0,295.0,98.0,0.0,662.0,1.0,265148,250835,14313,572708,0,0.0,0.0,43101.23769355413,52222.31081218205,115803.49487701758,63.5
MS-501,Mississippi Balance of State CoC,809.0,566.0,243.0,500.0,309.0,248.0,11.0,549.0,0.0,783442,730015,53427,1902282,0,0.0,0.0,33486.791002595826,35200.24415730269,71295.80696583072,63.5
MS-503,Gulf Port/Gulf Coast Regional CoC,412.0,149.0,263.0,255.0,157.0,231.0,10.0,161.0,1.0,200819,187691,13128,485335,0,0.0,0.0,34750.96030164732,47385.62298970269,109916.4960221398,63.5
MT-500,Montana Statewide CoC,1709.0,837.0,872.0,996.0,711.0,1281.0,130.0,38.0,0.0,517904,495728,22176,1031495,0,0.0,0.0,44065.71829432038,118210.97960531974,185336.29980420315,44.18
NC-500,Winston-Salem/Forsyth County CoC,571.0,549.0,22.0,374.0,197.0,214.0,14.0,350.0,1.0,179552,169780,9772,367516,0,0.0,0.0,44633.0,59388.812249063834,127464.946245634,58.699999999999996
NC-501,Asheville/Buncombe County CoC,562.0,488.0,74.0,409.0,152.0,395.0,15.0,152.0,1.0,130295,124676,5619,252160,0,0.0,0.0,42996.0,133664.8794743805,216963.1198740357,58.7
NC-502,Durham City & County CoC,813.0,769.0,44.0,608.0,205.0,248.0,32.0,532.0,0.0,156464,148713,7751,301014,0,0.0,0.0,44876.0,103697.13175845785,183108.579834957,58.7
NC-503,North Carolina Balance of State CoC,3021.0,2361.0,660.0,1682.0,1338.0,1480.0,212.0,1309.0,34.0,2266435,2129380,137055,5070334,0,0.0,0.0,36992.88192572718,53506.53551467593,117096.99548649884,58.7
NC-504,"Greensboro, High Point CoC",665.0,551.0,114.0,459.0,206.0,179.0,14.0,450.0,2.0,256007,241158,14849,517281,0,0.0,0.0,42917.0,41805.56973090123,126186.21584197927,58.7
NC-505,Charlotte/Mecklenburg County CoC,2001.0,1821.0,180.0,1146.0,853.0,306.0,58.0,1651.0,8.0,564683,534833,29850,1034049,0,0.0,0.0,54181.0,100704.35792363476,181588.1744226153,58.7
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",390.0,269.0,121.0,282.0,108.0,229.0,28.0,143.0,2.0,187733,176688,11045,399404,0,0.0,0.0,40208.60726732832,116536.76434756375,203668.75760994264,58.7
NC-507,Raleigh/Wake County CoC,904.0,756.0,148.0,503.0,394.0,363.0,25.0,515.0,3.0,539009,513915,25094,1022871,0,0.0,0.0,53903.0,145649.84977936101,245349.3708363841,58.7
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",281.0,244.0,37.0,181.0,100.0,150.0,7.0,109.0,1.0,189281,178101,11180,390525,0,0.0,0.0,37298.54229050637,48380.3708728,115534.73083214821,58.7
NC-511,Fayetteville/Cumberland County CoC,593.0,227.0,366.0,395.0,198.0,177.0,26.0,385.0,1.0,126103,117001,9102,331598,0,0.0,0.0,35880.0,36494.60886950189,112731.89422770127,58.7
NC-513,Chapel Hill/Orange County CoC,129.0,109.0,20.0,93.0,35.0,41.0,11.0,76.0,0.0,73308,69954,3354,141449,0,0.0,0.0,57992.0,128884.7680955318,244435.27990252085,58.7
NC-516,Northwest North Carolina CoC,755.0,116.0,639.0,355.0,399.0,712.0,96.0,39.0,4.0,94956,89685,5271,209017,0,0.0,0.0,33140.48297985331,63282.71462168862,133262.56271445964,58.7
ND-500,North Dakota Statewide CoC,1305.0,819.0,486.0,843.0,456.0,774.0,90.0,232.0,16.0,375123,365025,10098,683396,0,0.0,0.0,55440.394965729975,100055.26665942308,164451.23950397054,40.8
NE-500,Nebraska Balance of State CoC,549.0,525.0,24.0,271.0,278.0,477.0,116.0,23.0,2.0,453294,439831,13463,840135,0,0.0,0.0,48274.80263410047,45798.97535154988,92603.37606388754,49.88
NE-501,"Omaha, Council Bluffs CoC",1481.0,1437.0,44.0,1014.0,459.0,904.0,208.0,433.0,13.0,427896,414070,13826,818264,0,0.0,0.0,54970.37624654146,86373.32648021095,152347.28246930713,49.68084278423589
NE-502,Lincoln CoC,714.0,659.0,55.0,437.0,275.0,450.0,73.0,130.0,10.0,168174,163746,4428,306293,0,0.0,0.0,45296.0,102574.95565460461,159432.73261353202,49.88
NH-500,New Hampshire Balance of State CoC,718.0,642.0,76.0,403.0,312.0,666.0,21.0,23.0,1.0,516185,499004,17181,928251,0,0.0,0.0,54971.031149979906,137788.89225068418,218351.5494692457,44.49
NH-501,Manchester CoC,400.0,352.0,48.0,220.0,180.0,345.0,63.0,28.0,0.0,230131,221827,8304,409229,0,0.0,0.0,54853.0,160740.53319100328,240802.00655436446,44.49
NH-502,Nashua/Hillsborough County CoC,327.0,319.0,8.0,203.0,124.0,301.0,36.0,13.0,5.0,230131,221827,8304,409229,0,0.0,0.0,54853.0,160740.53319100328,240802.00655436446,44.49
NJ-500,Atlantic City & County CoC,548.0,474.0,74.0,401.0,147.0,258.0,62.0,276.0,12.0,126239,114279,11960,270206,0,0.0,0.0,43974.0,86287.97104084193,175234.01981858572,51.93
NJ-501,Bergen County CoC,340.0,307.0,33.0,192.0,148.0,195.0,73.0,119.0,26.0,480273,457997,22276,926481,0,0.0,0.0,77323.0,267747.1146463869,411044.7869295059,51.93
NJ-502,Burlington County CoC,1347.0,1339.0,8.0,716.0,631.0,596.0,116.0,738.0,1.0,229643,217476,12167,447906,0,0.0,0.0,55925.0,116788.50129997707,209457.3455994868,51.92999999999999
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1089.0,954.0,135.0,685.0,404.0,494.0,179.0,579.0,1.0,515450,479278,36172,1047692,0,0.0,0.0,47169.77441270908,88165.84998914147,172925.6002372558,51.93
NJ-504,Newark/Essex County CoC,1610.0,1448.0,162.0,913.0,690.0,254.0,190.0,1341.0,7.0,371928,346533,25395,790546,0,0.0,0.0,59395.0,144906.61493618565,319690.22119151766,51.93
NJ-506,"Jersey City, Bayonne/Hudson County CoC",917.0,748.0,169.0,624.0,293.0,452.0,349.0,451.0,8.0,359524,340432,19092,664595,0,0.0,0.0,54675.0,162938.3807042082,303362.58663211676,51.93
NJ-507,New Brunswick/Middlesex County CoC,604.0,528.0,76.0,369.0,234.0,318.0,193.0,256.0,5.0,435900,413742,22158,825471,0,0.0,0.0,54542.0,168715.35718304294,282843.3086784919,51.93
NJ-508,Monmouth County CoC,456.0,420.0,36.0,238.0,218.0,204.0,72.0,240.0,4.0,326367,309683,16684,624180,0,0.0,0.0,70766.0,216375.98489925484,358250.1204472105,51.93
NJ-509,Morris County CoC,384.0,350.0,34.0,227.0,157.0,260.0,87.0,104.0,6.0,259938,248715,11223,494370,0,0.0,0.0,88298.0,245278.76488964306,395096.24932214763,51.93
NJ-510,Lakewood Township/Ocean County CoC,605.0,588.0,17.0,282.0,321.0,417.0,77.0,184.0,2.0,265533,249320,16213,587238,0,0.0,0.0,47267.0,147445.6695897435,254614.59214125932,51.93
NJ-511,Paterson/Passaic County CoC,459.0,429.0,30.0,225.0,234.0,191.0,142.0,265.0,1.0,246856,229613,17243,504556,0,0.0,0.0,46045.0,166756.46465939033,275649.10579641594,51.93
NJ-512,Salem County CoC,38.0,37.0,1.0,20.0,18.0,15.0,0.0,23.0,0.0,30790,28554,2236,63754,0,0.0,0.0,44576.0,53012.6068873018,136453.1736695583,51.93
NJ-513,Somerset County CoC,342.0,337.0,5.0,214.0,128.0,157.0,37.0,171.0,13.0,172921,165130,7791,329682,0,0.0,0.0,88399.0,219044.10860536678,371352.32131799747,51.93000000000001
NJ-514,Trenton/Mercer County CoC,600.0,495.0,105.0,394.0,204.0,168.0,80.0,426.0,3.0,197628,187904,9724,368266,0,0.0,0.0,62788.0,84956.94907189491,215169.05924931305,51.93
NJ-515,Elizabeth/Union County CoC,504.0,421.0,83.0,284.0,220.0,172.0,121.0,325.0,7.0,277921,261341,16580,549954,0,0.0,0.0,60596.0,161391.47889414636,296051.8284267658,51.93
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",255.0,249.0,6.0,146.0,109.0,185.0,41.0,64.0,1.0,197694,187877,9817,375415,0,0.0,0.0,62753.79501085466,149661.90013187713,261156.69827709917,51.93
NM-500,Albuquerque CoC,1287.0,1104.0,183.0,838.0,445.0,807.0,519.0,149.0,8.0,324436,305108,19328,676440,0,0.0,0.0,39837.0,115921.42851003031,173705.5113032436,53.06999999999999
NM-501,New Mexico Balance of State CoC,1342.0,1071.0,271.0,699.0,641.0,921.0,593.0,64.0,4.0,473573,441287,32286,1083037,0,0.0,0.0,38915.796396614336,64133.18933737161,133616.3383847029,53.07
NV-500,Las Vegas/Clark County CoC,7509.0,3593.0,3916.0,5064.0,2443.0,3625.0,1298.0,3105.0,225.0,1027290,956238,71052,2097832,0,0.0,0.0,43017.0,123283.5444894557,206713.21998359115,57.3
NV-501,"Reno, Sparks/Washoe County CoC",907.0,794.0,113.0,638.0,266.0,697.0,98.0,107.0,10.0,223392,209279,14113,442617,0,0.0,0.0,50774.0,161460.82454927277,268641.5389410035,57.3
NV-502,Nevada Balance of State CoC,327.0,141.0,186.0,199.0,128.0,283.0,18.0,1.0,0.0,119971,111343,8628,271043,0,0.0,0.0,43693.165435004776,101846.20318883935,189324.28507923815,57.3
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",762.0,727.0,35.0,396.0,364.0,281.0,171.0,445.0,1.0,364827,346195,18632,745847,0,0.0,0.0,48030.0,80826.30251879875,139097.31812313848,48.17
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",648.0,477.0,171.0,378.0,270.0,549.0,35.0,98.0,0.0,140891,132373,8518,314045,0,0.0,0.0,38530.82414940534,46068.15780712609,92114.0401858187,48.17
NY-503,Albany City & County CoC,597.0,577.0,20.0,425.0,171.0,253.0,48.0,290.0,4.0,158197,151269,6928,307521,0,0.0,0.0,55120.0,133900.40682122097,203729.63774683606,48.17
NY-504,Cattaraugus County CoC,41.0,41.0,0.0,18.0,23.0,34.0,0.0,1.0,0.0,35157,32929,2228,77941,0,0.0,0.0,36578.0,30154.436075333124,70118.18123785405,48.17
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",922.0,906.0,16.0,558.0,364.0,472.0,98.0,396.0,0.0,313042,296126,16916,664407,0,0.0,0.0,44292.79940307673,67169.57248721244,118624.24410255565,48.17
NY-507,Schenectady City & County CoC,349.0,322.0,27.0,198.0,151.0,159.0,32.0,149.0,2.0,75620,72028,3592,154773,0,0.0,0.0,45627.0,95408.30871811612,158365.25151111712,48.17
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",919.0,858.0,61.0,528.0,390.0,424.0,104.0,441.0,5.0,615128,581118,34010,1274158,0,0.0,0.0,44053.780141866235,71567.28951992022,129880.06311346563,48.17
