coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
AR-503,Arkansas Balance of State CoC,850.0,469.0,381.0,406.0,444.0,542.0,11.0,290.0,1.0,387167,370498,16669,878450,0,0.0,0.0,33440.70063748648,40363.69181308353,97036.60192959508,60.09000000000001
AR-505,Southeast Arkansas CoC,89.0,78.0,11.0,41.0,48.0,37.0,0.0,46.0,0.0,117396,111260,6136,283318,0,0.0,0.0,35733.05356172216,17033.143881197175,59218.562059698415,60.09
AZ-500,Arizona Balance of State CoC,2240.0,1023.0,1217.0,1409.0,825.0,1679.0,405.0,89.0,7.0,421770,393270,28500,1014879,0,0.0,0.0,34759.737180491466,114387.97113383295,199430.52225550867,65.97
AZ-501,Tucson/Pima County CoC,1765.0,1384.0,381.0,1184.0,577.0,1269.0,539.0,213.0,12.0,471452,447695,23757,1017083,0,0.0,0.0,39669.0,109576.82592895436,177886.30510487885,65.97
AZ-502,"Phoenix, Mesa/Maricopa County CoC",5702.0,4056.0,1646.0,3412.0,2283.0,3614.0,1421.0,1490.0,34.0,2088551,1991371,97180,4258019,0,0.0,0.0,43828.0,153380.84349185703,237617.51695527753,65.97
CA-500,San Jose/Santa Clara City & County CoC,6524.0,1897.0,4627.0,4657.0,1827.0,2871.0,2619.0,1193.0,182.0,1027918,989048,38870,1928144,0,0.0,0.0,91828.0,579284.109269415,916031.6195408978,61.17
CA-502,"Oakland, Berkeley/Alameda County CoC",4145.0,1748.0,2397.0,2547.0,1571.0,1332.0,818.0,2183.0,107.0,831827,796037,35790,1650765,0,0.0,0.0,66377.0,410340.33591633034,681147.611441134,61.17
CA-503,Sacramento City & County CoC,2500.0,1552.0,948.0,1646.0,851.0,1365.0,381.0,891.0,22.0,693979,656360,37619,1511401,0,0.0,0.0,47723.0,206210.5358248678,305667.62604379276,61.17
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2906.0,1000.0,1906.0,1945.0,919.0,1799.0,678.0,240.0,17.0,259214,248876,10338,502445,0,0.0,0.0,56134.0,343747.8058777993,537020.1131835972,61.17
CA-505,Richmond/Contra Costa County CoC,1730.0,620.0,1110.0,1095.0,634.0,766.0,281.0,576.0,28.0,553221,528401,24820,1137259,0,0.0,0.0,71621.0,339815.07920450234,534055.8692921906,61.17
CA-506,"Salinas/Monterey, San Benito Counties CoC",3022.0,915.0,2107.0,2053.0,965.0,1665.0,1088.0,403.0,54.0,249236,230369,18867,492706,0,0.0,0.0,51464.30956797766,308485.91999332217,462400.37836966524,61.17
CA-507,Marin County CoC,1258.0,423.0,835.0,907.0,349.0,837.0,208.0,239.0,15.0,139632,135040,4592,260722,0,0.0,0.0,117078.0,529203.3234904626,922965.2433693073,61.17
CA-508,Watsonville/Santa Cruz City & County CoC,1959.0,605.0,1354.0,1290.0,663.0,1248.0,731.0,114.0,47.0,143764,133730,10034,274476,0,0.0,0.0,59382.0,407738.1795168246,669318.8998580666,61.17000000000001
CA-509,Mendocino County CoC,1242.0,192.0,1050.0,854.0,388.0,1023.0,249.0,26.0,2.0,39617,37521,2096,87319,0,0.0,0.0,44599.0,184542.78698304578,328948.0825612434,61.17
CA-510,"Turlock, Modesto/Stanislaus County CoC",1434.0,704.0,730.0,918.0,516.0,876.0,422.0,255.0,29.0,242737,221769,20968,538986,0,0.0,0.0,40213.0,178896.231103692,258500.44186722825,61.17
CA-511,Stockton/San Joaquin County CoC,1780.0,1245.0,535.0,1029.0,751.0,1110.0,606.0,482.0,17.0,318316,292367,25949,732662,0,0.0,0.0,40452.0,185610.95733070173,298142.4886072292,61.17
CA-512,Daly City/San Mateo County CoC,1361.0,586.0,775.0,832.0,529.0,706.0,409.0,285.0,75.0,441792,428282,13510,767928,0,0.0,0.0,106115.0,633511.8918923181,1042256.4911546725,61.169999999999995
CA-513,"Visalia/Kings, Tulare Counties CoC",792.0,326.0,466.0,475.0,315.0,672.0,350.0,47.0,2.0,260453,231949,28504,608260,0,0.0,0.0,36795.26747936737,107052.49118502144,179005.18519592856,61.17
CA-514,Fresno City & County/Madera County CoC,1883.0,452.0,1431.0,1248.0,632.0,1340.0,807.0,272.0,30.0,505788,457757,48031,1129925,0,0.0,0.0,39143.79386950461,123667.98311960224,210042.86197289306,61.17
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",1021.0,522.0,499.0,636.0,384.0,864.0,81.0,20.0,4.0,227781,217388,10393,477985,0,0.0,0.0,60568.49065556451,297110.71736905153,421520.06169081526,61.17
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",1272.0,312.0,960.0,796.0,476.0,1116.0,139.0,45.0,3.0,124698,115401,9297,310728,0,0.0,0.0,40779.433282485006,110746.56159440234,202919.0107316798,61.17000000000001
CA-517,Napa City & County CoC,317.0,199.0,118.0,187.0,126.0,243.0,108.0,9.0,4.0,72941,69799,3142,140778,0,0.0,0.0,67670.0,387359.91477792774,578722.2507147422,61.17
CA-518,Vallejo/Solano County CoC,1118.0,323.0,795.0,735.0,380.0,445.0,230.0,375.0,29.0,207273,195835,11438,438834,0,0.0,0.0,46042.0,268307.147973689,373269.22215293953,61.17
CA-519,"Chico, Paradise/Butte County CoC",574.0,289.0,285.0,374.0,199.0,486.0,66.0,16.0,1.0,101648,94909,6739,226222,0,0.0,0.0,40878.0,144190.4702629844,245957.96562602103,61.17
CA-520,Merced City & County CoC,516.0,160.0,356.0,348.0,167.0,377.0,156.0,64.0,6.0,114339,102211,12128,267370,0,0.0,0.0,35978.0,136771.5173320732,210658.7218512177,61.17
CA-521,"Davis, Woodland/Yolo County CoC",532.0,339.0,193.0,309.0,222.0,389.0,130.0,76.0,8.0,106078,99812,6266,215569,0,0.0,0.0,49989.0,249871.4925273702,372944.4106136444,61.17
CA-522,Humboldt County CoC,1134.0,198.0,936.0,734.0,400.0,886.0,66.0,35.0,5.0,62424,59338,3086,136477,0,0.0,0.0,42376.0,150712.0694850135,269884.06917533505,61.17
CA-523,"Colusa, Glenn, Trinity Counties CoC",115.0,35.0,80.0,69.0,46.0,103.0,32.0,1.0,3.0,28850,25710,3140,62099,0,0.0,0.0,39917.46931512585,112907.90056853672,201665.47212303733,61.17
CA-524,Yuba City & County/Sutter County CoC,702.0,191.0,511.0,345.0,357.0,558.0,132.0,96.0,14.0,73136,66334,6802,170689,0,0.0,0.0,39830.81393645753,146997.5476559481,233404.01706939325,61.17
CA-525,El Dorado County CoC,269.0,121.0,148.0,156.0,113.0,242.0,66.0,1.0,6.0,88824,84248,4576,186027,0,0.0,0.0,62103.0,257565.02610747074,417924.82464460714,61.17
CA-526,"Tuolumne, Amador, Calaveras, Mariposa Counties CoC",632.0,151.0,481.0,385.0,247.0,541.0,53.0,12.0,1.0,64458,60542,3916,153977,0,0.0,0.0,43318.709567013255,152242.84475350135,263486.04372454167,61.17
CA-527,Tehama County CoC,133.0,73.0,60.0,79.0,54.0,114.0,15.0,2.0,0.0,25071,23280,1791,63468,0,0.0,0.0,36546.0,78279.6333043111,178974.94125037338,61.17
CA-529,Lake County CoC,332.0,44.0,288.0,179.0,151.0,293.0,33.0,14.0,0.0,29067,27108,1959,63912,0,0.0,0.0,37985.0,92618.01397049497,186397.12225078966,61.17
CA-530,"Alpine, Inyo, Mono Counties CoC",130.0,11.0,119.0,90.0,40.0,116.0,19.0,0.0,3.0,17779,16823,956,33206,0,0.0,0.0,51566.41031741252,163368.4675611764,294304.2220764644,61.17
CA-600,Los Angeles City & County CoC,43854.0,11073.0,32781.0,28913.0,14461.0,23215.0,11861.0,17187.0,465.0,5018920,4751209,267711,10094865,0,0.0,0.0,55738.0,305560.9750391071,485396.39088253054,61.17000000000001
CA-601,San Diego City and County CoC,8669.0,3729.0,4940.0,5674.0,2953.0,5464.0,2469.0,1836.0,117.0,1563246,1489143,74103,3305462,0,0.0,0.0,55056.0,324128.1614397085,503030.47292098706,61.169999999999995
CA-602,"Santa Ana, Anaheim/Orange County CoC",4319.0,2118.0,2201.0,2657.0,1659.0,3223.0,1784.0,638.0,198.0,1597447,1532725,64722,3164277,0,0.0,0.0,62319.0,405808.23350699205,609416.343893306,61.17
CA-603,Santa Maria/Santa Barbara County CoC,1813.0,923.0,890.0,1168.0,643.0,1210.0,656.0,115.0,13.0,215256,204329,10927,444112,0,0.0,0.0,56195.0,306062.41638727445,503277.464863942,61.169999999999995
CA-604,Bakersfield/Kern County CoC,1067.0,561.0,506.0,783.0,283.0,694.0,279.0,182.0,3.0,388109,347692,40417,881094,0,0.0,0.0,36634.0,113769.47130041484,190438.22180272872,61.17
CA-606,Long Beach CoC,2250.0,737.0,1513.0,1539.0,705.0,1227.0,513.0,775.0,68.0,5018920,4751209,267711,10094865,0,0.0,0.0,55738.0,305560.9750391071,485396.39088253054,61.17000000000001
CA-607,Pasadena CoC,530.0,178.0,352.0,352.0,177.0,277.0,153.0,213.0,4.0,5018920,4751209,267711,10094865,0,0.0,0.0,55738.0,305560.9750391071,485396.39088253054,61.17000000000001
CA-608,Riverside City & County CoC,2165.0,814.0,1351.0,1443.0,720.0,1537.0,709.0,363.0,25.0,1051610,987187,64423,2378282,0,0.0,0.0,37693.0,215256.43551921684,328371.11585392297,61.17
CA-609,San Bernardino City & County CoC,1887.0,696.0,1191.0,1190.0,695.0,1207.0,609.0,456.0,30.0,930242,876387,53855,2130726,0,0.0,0.0,36578.0,154160.31054794366,279020.58417409693,61.17
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",1271.0,494.0,777.0,802.0,469.0,960.0,439.0,64.0,20.0,425346,403087,22259,846921,0,0.0,0.0,56371.0,377526.4748674349,536497.9194657275,61.17
CA-612,Glendale CoC,240.0,185.0,55.0,151.0,88.0,141.0,56.0,80.0,8.0,5018920,4751209,267711,10094865,0,0.0,0.0,55738.0,305560.9750391071,485396.39088253054,61.17000000000001
CA-613,Imperial County CoC,380.0,128.0,252.0,242.0,138.0,358.0,340.0,16.0,0.0,75186,56998,18188,179881,0,0.0,0.0,35349.0,98626.09795480849,189151.7702797593,61.169999999999995
CA-614,San Luis Obispo County CoC,1368.0,245.0,1123.0,984.0,379.0,1016.0,381.0,80.0,8.0,139484,133438,6046,281884,0,0.0,0.0,51694.0,318953.3446560471,503016.7642526313,61.17
CO-500,Colorado Balance of State CoC,3520.0,1689.0,1831.0,2066.0,1447.0,2910.0,1266.0,133.0,14.0,736596,711511,25085,1431480,0,0.0,0.0,45886.577191438235,159723.92269912,267533.19268643216,46.26
CO-503,Metropolitan Denver CoC,5728.0,4931.0,797.0,3505.0,2178.0,3414.0,1471.0,1498.0,56.0,518193,503574,14619,968285,0,0.0,0.0,59946.24264033833,281272.83938467945,391449.9228400131,46.25999999999999
CO-504,Colorado Springs/El Paso County CoC,1302.0,991.0,311.0,822.0,478.0,915.0,210.0,251.0,8.0,314650,303352,11298,688671,0,0.0,0.0,44929.0,171702.6499707195,255020.08411179925,46.26
CT-503,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",886.0,730.0,156.0,532.0,354.0,394.0,277.0,438.0,8.0,480214,458101,22113,945096,0,0.0,0.0,107213.0,206256.01250276272,385351.4190899308,48.6
CT-505,Connecticut Balance of State CoC,3016.0,2499.0,517.0,1908.0,1104.0,1701.0,829.0,1097.0,24.0,1412984,1343288,69696,2634734,0,0.0,0.0,55584.45531769052,126415.86593293157,215503.39561248236,48.6
DE-500,Delaware Statewide CoC,1070.0,1019.0,51.0,658.0,411.0,406.0,59.0,617.0,1.0,468808,447640,21168,949989,0,0.0,0.0,48890.08274832656,120714.90812039595,223656.7817839912,54.48
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",1468.0,804.0,664.0,989.0,478.0,1154.0,149.0,267.0,6.0,352755,336553,16202,788933,0,0.0,0.0,52941.96659665649,136407.178602184,240400.53250049174,71.8
FL-501,Tampa/Hillsborough County CoC,1817.0,1048.0,769.0,1130.0,687.0,961.0,237.0,748.0,17.0,709538,677812,31726,1398093,0,0.0,0.0,43459.0,107795.56691496924,193051.83385486095,71.8
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2777.0,1638.0,1139.0,2027.0,746.0,1756.0,182.0,880.0,8.0,479772,458724,21048,960527,0,0.0,0.0,48878.0,86625.86775942343,173850.10229462222,71.8
FL-503,"Lakeland, Winterhaven/Polk County CoC",635.0,375.0,260.0,379.0,254.0,380.0,121.0,180.0,0.0,287843,271786,16057,666271,0,0.0,0.0,33774.0,76661.62437535827,147390.26831726942,71.8
FL-504,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",1005.0,424.0,581.0,638.0,367.0,695.0,48.0,276.0,1.0,291778,276668,15110,636708,0,0.0,0.0,40059.73400051515,102860.367444986,169824.2324638321,71.8
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",629.0,272.0,357.0,395.0,231.0,421.0,70.0,156.0,5.0,122568,117516,5052,266400,0,0.0,0.0,48286.57009009009,115004.91342163782,219793.4035291029,71.8
FL-506,Tallahassee/Leon County CoC,869.0,721.0,148.0,573.0,295.0,301.0,37.0,537.0,3.0,212331,202178,10153,439489,0,0.0,0.0,37828.54050499557,65968.06309443909,140514.23881317914,71.8
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",1670.0,1537.0,133.0,1017.0,651.0,787.0,314.0,842.0,15.0,1116421,1066547,49874,2122223,0,0.0,0.0,40224.45704527752,115497.18354911152,203526.68678258764,71.8
FL-508,"Gainesville/Alachua, Putnam Counties CoC",844.0,419.0,425.0,540.0,300.0,527.0,42.0,258.0,2.0,194422,185252,9170,420785,0,0.0,0.0,37100.085647064414,63601.05989902862,133740.2600720929,71.8
FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",2382.0,248.0,2134.0,1252.0,1128.0,1209.0,298.0,888.0,2.0,133519,126250,7269,309706,0,0.0,0.0,74028.5941312083,106211.95191679405,214794.63663503635,71.8
FL-510,"Jacksonville-Duval, Clay Counties CoC",1959.0,1518.0,441.0,1204.0,750.0,748.0,112.0,1120.0,5.0,608407,578831,29576,1214607,0,0.0,0.0,43184.615049147586,77263.1329229531,156404.34966500147,71.8
FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",798.0,616.0,182.0,547.0,251.0,441.0,35.0,337.0,2.0,217790,207239,10551,482199,0,0.0,0.0,40992.87618389918,71242.94465824652,144493.91704500047,71.80000000000001
FL-513,"Palm Bay, Melbourne/Brevard County CoC",827.0,644.0,183.0,517.0,309.0,548.0,72.0,230.0,0.0,263418,249817,13601,577380,0,0.0,0.0,42015.0,99569.91334117496,178102.73766291977,71.8
FL-514,Ocala/Marion County CoC,823.0,295.0,528.0,567.0,256.0,519.0,70.0,237.0,3.0,132466,124689,7777,347958,0,0.0,0.0,34962.0,68229.6775048668,127897.01340336593,71.8
FL-515,"Panama City/Bay, Jackson Counties CoC",310.0,174.0,136.0,182.0,128.0,242.0,12.0,50.0,0.0,133059,126455,6604,306413,0,0.0,0.0,36497.18072992987,70458.02598622498,142466.03713030822,71.8
FL-517,"Hendry, Hardee, Highlands Counties CoC",1071.0,313.0,758.0,737.0,334.0,837.0,312.0,214.0,0.0,83534,77975,5559,223571,0,0.0,0.0,29820.238389594357,46493.94049841635,102273.19701836213,71.8
FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",1145.0,96.0,1049.0,826.0,319.0,535.0,45.0,512.0,13.0,55749,52981,2768,136218,0,0.0,0.0,30603.225403397497,46657.38238148112,107295.97115371897,71.79999999999998
FL-519,Pasco County CoC,1055.0,195.0,860.0,571.0,484.0,888.0,113.0,130.0,4.0,223250,211693,11557,510319,0,0.0,0.0,38616.0,74367.65724240134,162538.1589134294,71.8
FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",595.0,303.0,292.0,360.0,235.0,483.0,50.0,93.0,1.0,292225,275486,16739,783114,0,0.0,0.0,39027.22981072999,103151.32005060429,172493.67914741073,71.8
FL-600,Miami-Dade County CoC,4235.0,3253.0,982.0,2910.0,1325.0,1966.0,1580.0,2189.0,12.0,1305259,1233029,72230,2689890,0,0.0,0.0,44479.0,130652.92344405667,239717.35511735312,71.8
FL-601,Ft Lauderdale/Broward County CoC,2302.0,1520.0,782.0,1536.0,762.0,962.0,255.0,1280.0,4.0,1007259,961500,45759,1913780,0,0.0,0.0,46655.0,102336.12010655283,210740.60886682433,71.8
FL-602,Punta Gorda/Charlotte County CoC,388.0,134.0,254.0,231.0,156.0,348.0,28.0,30.0,1.0,69519,65781,3738,178046,0,0.0,0.0,39820.0,99210.46298575662,176968.05296990296,71.8
FL-603,"Ft Myers, Cape Coral/Lee County CoC",439.0,256.0,183.0,255.0,184.0,301.0,61.0,122.0,2.0,330398,314990,15408,723467,0,0.0,0.0,48961.0,100813.80014164289,208654.8186354482,71.8
FL-604,Monroe County CoC,575.0,305.0,270.0,440.0,135.0,519.0,81.0,41.0,2.0,46592,45095,1497,76968,0,0.0,0.0,79980.0,295475.2589842802,479432.818762728,71.8
FL-605,West Palm Beach/Palm Beach County CoC,1332.0,507.0,825.0,897.0,435.0,716.0,151.0,558.0,6.0,711609,677839,33770,1451469,0,0.0,0.0,71682.0,112916.0675884832,241346.235186871,71.8
FL-606,Naples/Collier County CoC,545.0,328.0,217.0,318.0,227.0,462.0,174.0,53.0,0.0,169758,161752,8006,365894,0,0.0,0.0,86131.0,182383.57008324537,338026.55481968954,71.8
GA-501,Georgia Balance of State CoC,5575.0,2057.0,3518.0,3230.0,2345.0,2524.0,334.0,2814.0,32.0,3120402,2951194,169208,6724656,0,0.0,0.0,37751.53040824691,81080.02257657546,146964.40910686395,62.339418893695075
GA-503,Athens-Clarke County CoC,224.0,148.0,76.0,133.0,91.0,91.0,12.0,126.0,1.0,58767,55484,3283,124873,0,0.0,0.0,31550.0,62990.37825348184,134012.5072489803,62.3
GA-504,Augusta-Richmond County CoC,287.0,266.0,21.0,169.0,118.0,80.0,5.0,191.0,5.0,84842,79035,5807,202179,0,0.0,0.0,34573.0,33567.985798659174,86069.50569700981,62.3
GA-505,Columbus-Muscogee/Russell County CoC,329.0,243.0,86.0,194.0,135.0,112.0,3.0,203.0,1.0,101776,95079,6697,254644,0,0.0,0.0,38426.074967405475,32758.519852954585,94824.76217679887,62.38698496724839
GA-506,Marietta/Cobb County CoC,405.0,314.0,91.0,210.0,195.0,136.0,8.0,256.0,1.0,410083,390988,19095,748767,0,0.0,0.0,52260.0,127994.66023061411,215883.1145941616,62.300000000000004
GA-507,Savannah/Chatham County CoC,1070.0,553.0,517.0,677.0,393.0,423.0,33.0,628.0,2.0,136088,128852,7236,289055,0,0.0,0.0,43577.0,72651.56939908011,153641.6983067173,62.3
HI-500,Hawaii Balance of State CoC,2981.0,846.0,2135.0,1750.0,1226.0,1041.0,357.0,75.0,80.0,129061,124696,4365,270157,0,0.0,0.0,39554.87918876801,200769.65971537837,362641.25933437457,72.95
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",348.0,339.0,9.0,169.0,179.0,211.0,85.0,25.0,1.0,67013,64580,2433,122949,0,0.0,0.0,41065.74672425152,46770.718614013,100183.16229105415,48.42721909084255
IA-501,Iowa Balance of State CoC,1923.0,1858.0,65.0,990.0,931.0,1130.0,162.0,655.0,3.0,1285454,1238383,47071,2364115,0,0.0,0.0,45462.59932363696,56867.68880326132,119392.25572032902,48.14
IA-502,Des Moines/Polk County CoC,793.0,724.0,69.0,500.0,293.0,528.0,51.0,218.0,14.0,258689,249790,8899,474593,0,0.0,0.0,50758.0,80620.15352100691,158952.17541533898,48.14
ID-500,Boise/Ada County CoC,867.0,742.0,125.0,581.0,284.0,726.0,74.0,55.0,4.0,225135,217925,7210,444929,0,0.0,0.0,48360.0,187905.6009969597,259263.2532782418,46.32
ID-501,Idaho Balance of State CoC,1380.0,767.0,613.0,697.0,682.0,1202.0,197.0,21.0,5.0,579127,556887,22240,1223602,0,0.0,0.0,37577.94458165319,117837.2857306079,188264.6852749663,46.32
IL-500,McHenry County CoC,154.0,150.0,4.0,73.0,81.0,149.0,9.0,5.0,0.0,167872,158890,8982,307142,0,0.0,0.0,52230.0,109980.42449489636,182120.41600734563,51.37
IL-501,"Rockford/Winnebago, Boone Counties CoC",336.0,284.0,52.0,191.0,145.0,167.0,45.0,154.0,5.0,168347,157201,11146,339730,0,0.0,0.0,40429.88039619698,46559.07778345853,97650.62443707541,51.370000000000005
IL-502,"Waukegan, North Chicago/Lake County CoC",299.0,280.0,19.0,148.0,151.0,122.0,66.0,166.0,1.0,373373,353803,19570,704401,0,0.0,0.0,73954.0,114960.75503741649,224069.44127154458,51.37
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",188.0,170.0,18.0,109.0,79.0,85.0,14.0,86.0,2.0,107858,102462,5396,210388,0,0.0,0.0,43077.0,66763.26759313281,131671.86507536838,51.36999999999999
IL-504,Madison County CoC,199.0,176.0,23.0,95.0,104.0,112.0,5.0,80.0,0.0,135685,127691,7994,265773,0,0.0,0.0,43054.0,42624.362348720315,101040.70148591524,51.37
IL-506,"Joliet, Bolingbrook/Will County CoC",290.0,242.0,48.0,187.0,103.0,149.0,48.0,137.0,0.0,93729,88413,5316,174874,0,0.0,0.0,46735.29100380846,123044.4292391585,191245.47310687724,51.37
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",378.0,308.0,70.0,231.0,147.0,183.0,27.0,153.0,9.0,189766,177178,12588,393552,0,0.0,0.0,45518.57559356832,43543.53034915541,100663.88483649868,51.37
IL-512,Bloomington/Central Illinois CoC,411.0,363.0,48.0,206.0,204.0,229.0,24.0,175.0,0.0,254590,239888,14702,512112,0,0.0,0.0,41912.10089003968,50784.339631383555,107112.55439874587,51.37
IL-513,Springfield/Sangamon County CoC,261.0,246.0,15.0,153.0,107.0,110.0,9.0,139.0,0.0,104237,99031,5206,198085,0,0.0,0.0,45006.0,48653.97156228887,112335.46374564996,51.37
IL-515,South Central Illinois CoC,133.0,121.0,12.0,60.0,73.0,117.0,2.0,16.0,0.0,196399,184900,11499,397927,0,0.0,0.0,39379.2383527632,27423.44814332007,71303.22034139007,51.37
IL-516,Decatur/Macon County CoC,157.0,150.0,7.0,110.0,47.0,81.0,3.0,68.0,0.0,50782,47430,3352,106411,0,0.0,0.0,44719.0,22047.35338986472,66417.03136015433,51.37
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",340.0,301.0,39.0,216.0,124.0,203.0,31.0,124.0,0.0,271670,255400,16270,541652,0,0.0,0.0,41222.51528472156,36787.62609175331,83492.02785922597,51.37
IL-519,West Central Illinois CoC,102.0,102.0,0.0,52.0,50.0,78.0,4.0,22.0,0.0,107605,101896,5709,221623,0,0.0,0.0,39453.02760543807,32156.221939276595,77993.07573523304,51.37
IL-520,Southern Illinois CoC,351.0,332.0,19.0,196.0,155.0,291.0,27.0,41.0,0.0,234161,219393,14768,502908,0,0.0,0.0,37097.50083315437,20432.020140430282,65543.84759802316,51.37
IN-502,Indiana Balance of State CoC,4179.0,3618.0,561.0,2306.0,1866.0,2921.0,171.0,1046.0,10.0,2625274,2511468,113806,5229682,0,0.0,0.0,42966.725738390975,69771.57130019917,130268.76730722304,51.81
IN-503,Indianapolis CoC,1619.0,1489.0,130.0,1069.0,548.0,666.0,50.0,865.0,14.0,481919,460661,21258,946050,0,0.0,0.0,49199.0,44408.1699726423,107706.92592054281,51.81
KS-502,Wichita/Sedgwick County CoC,571.0,492.0,79.0,376.0,195.0,342.0,68.0,156.0,3.0,248395,236886,11509,513324,0,0.0,0.0,47994.0,56124.50249384915,119360.20153697289,54.68
KS-503,Topeka/Shawnee County CoC,381.0,334.0,47.0,247.0,134.0,247.0,34.0,51.0,2.0,92101,88415,3686,178413,0,0.0,0.0,43558.0,52360.14236627488,109897.89026482894,54.68
KS-505,"Overland Park, Shawnee/Johnson County CoC",153.0,143.0,10.0,56.0,97.0,83.0,9.0,51.0,6.0,329826,319111,10715,586601,0,0.0,0.0,69532.0,167799.07520144,253732.50626698165,54.68
KS-507,Kansas Balance of State CoC,903.0,807.0,96.0,428.0,474.0,751.0,101.0,102.0,2.0,744878,714989,29889,1469715,0,0.0,0.0,41000.559006337964,51511.64029754028,97430.18010935189,54.68
KY-500,Kentucky Balance of State CoC,2057.0,1484.0,573.0,1149.0,905.0,1672.0,49.0,245.0,3.0,1457379,1379083,78296,3354346,0,0.0,0.0,37354.77028785939,44283.55709845432,104129.69578189365,55.62
KY-501,Louisville-Jefferson County CoC,1116.0,1004.0,112.0,770.0,343.0,456.0,65.0,590.0,0.0,386769,369938,16831,767770,0,0.0,0.0,48157.0,65748.43328648477,141410.0565026426,55.62
KY-502,Lexington-Fayette County CoC,1064.0,1043.0,21.0,737.0,327.0,767.0,55.0,268.0,0.0,171498,165460,6038,318190,0,0.0,0.0,46878.0,95804.36427228634,161067.74396620004,55.620000000000005
